,0
0,0.6219200491905212
1,0.6119493246078491
2,0.6119483113288879
3,0.605154275894165
4,0.6360718011856079
5,0.6257093548774719
6,0.6068892478942871
7,0.6062595248222351
8,0.6209962368011475
9,0.6076056361198425
10,0.6051099300384521
11,0.624681830406189
12,0.6234997510910034
13,0.6432982087135315
14,0.6172156929969788
15,0.6079595685005188
16,0.6422888040542603
17,0.6112780570983887
18,0.6129739880561829
19,0.6131100654602051
20,0.6055220365524292
21,0.6064691543579102
22,0.6063283085823059
23,0.6004887819290161
24,0.6126360893249512
25,0.611655592918396
26,0.6206464171409607
27,0.643095850944519
28,0.6201433539390564
29,0.6246414184570312
30,0.6104869246482849
31,0.6129116415977478
32,0.6229405403137207
33,0.6123573780059814
34,0.6062812209129333
35,0.6084724068641663
36,0.6065452694892883
37,0.6124321222305298
38,0.6211544275283813
39,0.6111406683921814
40,0.6092826128005981
41,0.6149638295173645
42,0.6144364476203918
43,0.6077010035514832
44,0.6414171457290649
45,0.6400631666183472
46,0.6130032539367676
47,0.6127564907073975
48,0.606622040271759
49,0.6094257831573486
50,0.6047236323356628
51,0.6090592741966248
52,0.6095342636108398
53,0.6324208974838257
54,0.6251773238182068
55,0.6165584921836853
56,0.6047035455703735
57,0.6127832531929016
58,0.61465984582901
59,0.6243385076522827
60,0.6131328344345093
61,0.6087061762809753
62,0.6237720847129822
63,0.6682331562042236
64,0.6387513875961304
65,0.6321249008178711
66,0.6207616329193115
67,0.607116162776947
68,0.6086045503616333
69,0.6065981984138489
70,0.6138969659805298
71,0.6110281944274902
72,0.6114351749420166
73,0.6237617135047913
74,0.6103159189224243
75,0.620243489742279
76,0.6356850862503052
77,0.6240069270133972
78,0.6194514036178589
79,0.6433200836181641
80,0.610493004322052
81,0.6620124578475952
82,0.6254598498344421
83,0.639319658279419
84,0.613773763179779
85,0.6301278471946716
86,0.6097561120986938
87,0.6088742017745972
88,0.6484061479568481
89,0.6143608689308167
90,0.6597623229026794
91,0.6069858074188232
92,0.6104495525360107
93,0.6393178105354309
94,0.6469306945800781
95,0.6083618998527527
96,0.6115078926086426
97,0.6101520657539368
98,0.6223927140235901
99,0.6084506511688232
100,0.6088685989379883
101,0.6052027940750122
102,0.6121224761009216
103,0.6078059673309326
104,0.6238349676132202
105,0.6058139204978943
106,0.6081527471542358
107,0.6405742168426514
108,0.6140768527984619
109,0.6074000597000122
110,0.6137503385543823
111,0.6165013313293457
112,0.6107755303382874
113,0.6075935363769531
114,0.6080795526504517
115,0.6127502918243408
116,0.6097286343574524
117,0.6090871095657349
118,0.6068019866943359
119,0.6216618418693542
120,0.6094294786453247
121,0.610990047454834
122,0.6072469353675842
123,0.6052340269088745
124,0.6063530445098877
125,0.6062967777252197
126,0.6351150870323181
127,0.6327335834503174
128,0.6329553127288818
129,0.6213399767875671
130,0.612341046333313
131,0.6110584139823914
132,0.6047505140304565
133,0.6082762479782104
134,0.60810786485672
135,0.6300358176231384
136,0.6354401707649231
137,0.6080570816993713
138,0.6089577674865723
139,0.6089714169502258
140,0.6090066432952881
141,0.6076072454452515
142,0.6088610887527466
143,0.6113880276679993
144,0.6167551279067993
145,0.6117650866508484
146,0.6136197447776794
147,0.6068330407142639
148,0.6079093217849731
149,0.6128057241439819
150,0.6212254762649536
151,0.6072710156440735
152,0.6065203547477722
153,0.7118239402770996
154,0.6074944734573364
155,0.6079193353652954
156,0.6071234345436096
157,0.6100456118583679
158,0.6137111186981201
159,0.6203747391700745
160,0.612587571144104
161,0.6441549062728882
162,0.608902633190155
163,0.6081898808479309
164,0.6108120083808899
165,0.6161426901817322
166,0.6429045796394348
167,0.6047425270080566
168,0.6078687310218811
169,0.6114479899406433
170,0.6298388242721558
171,0.6198055148124695
172,0.63966304063797
173,0.6237706542015076
174,0.6270993947982788
175,0.6113645434379578
176,0.6130428910255432
177,0.6074346303939819
178,0.6301953792572021
179,0.6133792996406555
180,0.6288636922836304
181,0.6397854685783386
182,0.6310077905654907
183,0.6119816303253174
184,0.6219500303268433
185,0.6080660223960876
186,0.6134786009788513
187,0.6070489883422852
188,0.6065806746482849
189,0.6062142252922058
